date,close,volume,amount
2019-05-27,102.0000,35118546,3534292353.4900
2019-05-28,103.1000,42784082,4399951006.5500
2019-05-29,104.5500,43169848,4487115414.3100
2019-05-30,103.1300,24927582,2571306202.9200
2019-05-31,101.2500,28848416,2938475708.5700
2019-06-03,101.4600,26133637,2653955613.1600
2019-06-04,99.1900,32098094,3192822293.7000
2019-06-05,99.0500,23542007,2346988264.1700
2019-06-06,97.2900,21720447,2118748151.0100
2019-06-10,100.4400,34585705,3428090377.7100
2019-06-11,108.9500,64152654,6792227836.5600
2019-06-12,107.6100,38459328,4155736709.2800
2019-06-13,106.8000,27469333,2924978251.2500
2019-06-14,104.9600,34824273,3709509512.1000
2019-06-17,103.7000,30060892,3129573468.4500
2019-06-18,104.0800,23270902,2416587880.6100
2019-06-19,105.9000,37826025,4049045244.0000
2019-06-20,112.9700,63113288,6984596749.9000
2019-06-21,112.9800,42898624,4826930124.0300
2019-06-24,115.0600,42801426,4920809658.8000
2019-06-25,114.9000,38759654,4414668439.0900
2019-06-26,113.8200,20314890,2313679180.3400
2019-06-27,117.3000,44692926,5219625987.7800
2019-06-28,117.9500,27036146,3173238391.5100
2019-07-01,126.0000,47980942,5957481819.8000
2019-07-02,128.0000,38293861,4819052184.0000
2019-07-03,123.9100,71443386,9012422827.1100
2019-07-04,123.0900,48313464,5912603655.0300
2019-07-05,129.8100,56284313,7145349870.9000
2019-07-08,127.0300,46616192,5915433713.3900
2019-07-09,126.0000,36763638,4648787014.6400
2019-07-10,126.4300,24640005,3115224797.8000
2019-07-11,123.5000,42100356,5284580704.3100
2019-07-12,125.5800,33453302,4185378161.3100
2019-07-15,125.0900,29438667,3649762390.1600
2019-07-16,123.5800,22980004,2852294240.2500
2019-07-17,123.6000,19844862,2452457673.5600
2019-07-18,121.0000,27961769,3420457851.7000
2019-07-19,122.1400,23843334,2923077635.0800
2019-07-22,123.4500,22928970,2814700738.4600
2019-07-23,120.0500,42676139,5141805061.0000
2019-07-24,119.5000,28278572,3392025182.8500
2019-07-25,121.6800,43975274,5225971396.1500
2019-07-26,121.2500,23523112,2859765034.2700
2019-07-29,123.7500,35604106,4382731013.7200
2019-07-30,122.9000,23894477,2948652613.8700
2019-07-31,120.7100,24268263,2940184907.2900
2019-08-01,119.0300,26073594,3109917796.4200
2019-08-02,118.1200,27001114,3167999085.4300
2019-08-05,116.9500,26994647,3169877896.9300
2019-08-06,121.2800,53310230,6331332804.5100
2019-08-07,118.8800,25685751,3082279497.1800
2019-08-08,120.5200,25217971,3043542051.9700
2019-08-09,118.0200,27818507,3321550416.8800
2019-08-12,122.8400,39537008,4797396604.6500
2019-08-13,122.3000,19187436,2342683338.1200
2019-08-14,125.8500,41626948,5232740560.2300
2019-08-15,125.9800,24699937,3086946678.2500
2019-08-16,126.3000,31217017,3974054169.0700
2019-08-19,127.9000,31274691,3982435339.5700
2019-08-20,129.5900,30661661,3970361320.2200
2019-08-21,127.8500,23290010,2992919479.0000
2019-08-22,130.5000,30208688,3912514036.6000
2019-08-23,130.1000,32066729,4184735271.2900
2019-08-26,127.4200,28321987,3616949036.1800
2019-08-27,132.3800,37967088,4996837361.8600
2019-08-28,133.9200,34376375,4610003446.8900
2019-08-29,137.0000,31629032,4294986772.5900
2019-08-30,141.5000,44079767,6195944729.7900
2019-09-02,141.8900,32990052,4649797983.6900
2019-09-03,141.5000,27475366,3872907647.1400
2019-09-04,138.3100,38055567,5269300147.9700
2019-09-05,138.9000,30024701,4172563456.1700
2019-09-06,140.0100,27932773,3879562633.1400
2019-09-09,139.2000,22490260,3131952949.3100
2019-09-10,137.2500,24783638,3401992978.9600
2019-09-11,129.2600,70230982,9220352269.7300
2019-09-12,131.5500,41275448,5390859933.1500
2019-09-16,130.9200,23810803,3107715798.5700
2019-09-17,131.5400,25786137,3398413396.6100
2019-09-18,135.5600,36393551,4907950565.6300
2019-09-19,134.9200,18204494,2452341152.7800
2019-09-20,136.8400,25790534,3523702834.8300
