date,MA8,MA13,MA21,MA34,MA55
2017-05-03,45.41000000000003,44.77846153846154,43.87380952380952,43.30735294117647,42.090727272727285
2017-05-04,45.251250000000034,44.934615384615384,43.939523809523806,43.39558823529411,42.196181818181834
2017-05-05,45.23250000000003,45.02692307692307,43.98904761904761,43.472647058823526,42.296181818181836
2017-05-08,44.73500000000003,44.92999999999999,43.97333333333332,43.51911764705882,42.372909090909104
2017-05-09,44.48125000000003,44.904615384615376,44.01999999999999,43.60470588235294,42.46763636363637
2017-05-10,44.16750000000003,44.73846153846153,44.10714285714285,43.67529411764706,42.550181818181834
2017-05-11,44.02125000000003,44.636923076923075,44.26809523809523,43.70323529411764,42.603454545454554
2017-05-12,43.97750000000003,44.63230769230769,44.372857142857136,43.711764705882345,42.665090909090914
2017-05-15,44.010000000000026,44.52307692307692,44.48571428571427,43.75941176470588,42.736
2017-05-16,44.41250000000003,44.669230769230765,44.73571428571427,43.887647058823525,42.86545454545455
2017-05-17,44.68750000000003,44.69692307692307,44.89761904761903,43.999705882352934,42.975818181818184
2017-05-18,45.17250000000003,44.77384615384615,45.022380952380935,44.109411764705875,43.10509090909091
2017-05-19,45.598750000000024,44.964615384615385,45.1690476190476,44.22647058823529,43.24181818181818
2017-05-22,46.05375000000002,45.13461538461539,45.239523809523796,44.35588235294117,43.371818181818185
2017-05-23,46.54500000000002,45.433076923076925,45.363809523809515,44.510588235294115,43.52272727272728
2017-05-24,47.00750000000002,45.72461538461539,45.53714285714285,44.65264705882353,43.667454545454554
2017-05-25,47.32625000000002,46.117692307692316,45.590952380952366,44.79323529411765,43.79800000000001
2017-05-26,47.32125000000002,46.416923076923084,45.6795238095238,44.936470588235295,43.905454545454546
2017-05-31,47.51125000000002,46.75461538461539,45.769047619047605,45.11941176470588,44.02836363636364
2017-06-01,47.74125000000002,47.06307692307693,45.904285714285706,45.336764705882345,44.16781818181819
2017-06-02,47.85125000000002,47.34846153846154,46.0642857142857,45.510588235294115,44.300545454545464
2017-06-05,47.846250000000026,47.49538461538463,46.16761904761904,45.63647058823529,44.39945454545456
2017-06-06,47.877500000000026,47.56538461538462,46.36428571428571,45.817647058823525,44.529090909090925
2017-06-07,48.246250000000025,47.914615384615395,46.68523809523809,46.05117647058824,44.69927272727274
2017-06-08,48.70500000000002,48.291538461538465,47.103333333333325,46.27235294117647,44.88763636363638
2017-06-09,49.28125000000002,48.683076923076925,47.50809523809523,46.51264705882353,45.09509090909093
2017-06-12,50.15000000000002,49.27538461538462,48.04809523809523,46.78264705882353,45.344909090909105
2017-06-13,50.943750000000016,49.769999999999996,48.54142857142857,47.048529411764704,45.550545454545464
2017-06-14,51.66125000000002,50.21230769230769,48.99142857142857,47.32470588235294,45.72763636363637
2017-06-15,52.30125000000002,50.55692307692308,49.32619047619047,47.48970588235294,45.8849090909091
2017-06-16,52.740000000000016,50.900000000000006,49.53666666666667,47.67558823529412,46.04454545454547
2017-06-19,52.94875000000002,51.26076923076924,49.83238095238095,47.86882352941176,46.22672727272729
2017-06-20,53.04875000000002,51.557692307692314,50.103809523809524,48.06588235294117,46.398181818181826
2017-06-21,53.35375000000002,52.06923076923078,50.462380952380954,48.36029411764706,46.60745454545456
2017-06-22,53.26875000000002,52.612307692307695,50.79666666666667,48.631764705882354,46.81509090909093
2017-06-23,53.30750000000002,53.111538461538466,51.11761904761905,48.94411764705882,47.033272727272745
2017-06-26,53.68750000000002,53.56076923076924,51.53619047619048,49.31411764705882,47.280909090909105
2017-06-27,54.30625000000002,54.00384615384616,51.985238095238095,49.74176470588235,47.53927272727274
2017-06-28,54.75875000000002,54.27076923076924,52.37000000000001,50.093823529411765,47.77472727272728
2017-06-29,55.11500000000002,54.316153846153846,52.72904761904763,50.44470588235294,48.024909090909105
2017-06-30,55.54750000000003,54.39076923076924,53.077619047619066,50.7779411764706,48.29236363636365
2017-07-03,55.47500000000002,54.41615384615385,53.36666666666668,51.06558823529412,48.510181818181835
2017-07-04,55.27500000000003,54.442307692307686,53.62666666666668,51.28235294117648,48.68727272727275
2017-07-05,55.07750000000003,54.54999999999999,53.860476190476206,51.45352941176471,48.88854545454548
2017-07-06,54.60875000000003,54.58230769230768,53.960000000000015,51.64852941176472,49.07090909090911
2017-07-07,53.938750000000034,54.55153846153844,53.97904761904763,51.80441176470589,49.21490909090911
2017-07-10,53.58250000000004,54.411538461538434,54.00857142857143,51.97235294117648,49.37472727272729
2017-07-11,53.366250000000036,54.37615384615382,53.954285714285724,52.16529411764707,49.52090909090911
2017-07-12,52.93125000000004,54.15923076923074,53.83476190476191,52.28058823529413,49.63963636363638
2017-07-13,52.70000000000004,53.8084615384615,53.762380952380965,52.405000000000015,49.782727272727286
2017-07-14,52.69875000000004,53.453076923076885,53.77809523809525,52.54647058823531,49.89072727272728
2017-07-17,52.460000000000036,53.13538461538458,53.75380952380953,52.662647058823545,49.996363636363654
2017-07-18,52.41000000000004,52.91769230769228,53.754761904761914,52.801176470588246,50.11618181818184
2017-07-19,52.648750000000035,52.767692307692286,53.826666666666675,52.95911764705883,50.26545454545457
2017-07-20,52.90125000000003,52.82769230769229,53.83619047619048,53.16058823529413,50.45109090909093
2017-07-21,53.02875000000003,52.99384615384614,53.86285714285715,53.384705882352954,50.629090909090934
2017-07-24,53.49500000000003,53.185384615384606,53.90619047619049,53.602352941176484,50.83872727272729
2017-07-25,53.892500000000034,53.367692307692295,53.840476190476195,53.733529411764714,51.04236363636366
2017-07-26,54.07625000000003,53.537692307692296,53.69047619047619,53.81029411764706,51.249454545454576
2017-07-27,54.35625000000003,53.61153846153846,53.600476190476186,53.856764705882355,51.4327272727273
2017-07-28,54.74875000000003,53.76846153846154,53.61523809523809,53.883235294117654,51.65527272727276
2017-07-31,55.00500000000003,54.04384615384616,53.61999999999999,53.91470588235295,51.86309090909095
2017-08-01,55.22625000000003,54.382307692307705,53.74142857142856,53.99941176470588,52.08727272727276
2017-08-02,55.35125000000003,54.62615384615386,53.891904761904755,54.10235294117647,52.278727272727316
2017-08-03,55.175000000000026,54.856153846153866,53.94333333333332,54.17529411764706,52.40418181818186
2017-08-04,55.01625000000003,54.97153846153848,53.99571428571427,54.22,52.544727272727314
2017-08-07,55.26500000000003,55.147692307692324,54.19571428571427,54.33176470588235,52.717454545454586
2017-08-08,55.52250000000003,55.22461538461539,54.33952380952379,54.36705882352941,52.87618181818186
2017-08-09,55.636250000000025,55.37307692307692,54.47999999999998,54.440294117647056,53.04909090909095
2017-08-10,55.86625000000003,55.50307692307693,54.73809523809522,54.51676470588235,53.21890909090912
2017-08-11,55.79375000000003,55.5523076923077,54.91999999999997,54.495,53.36527272727276
2017-08-14,56.00250000000003,55.81153846153847,55.15047619047617,54.50147058823529,53.54072727272731
2017-08-15,56.37750000000003,56.10000000000001,55.43571428571427,54.556176470588234,53.721454545454584
2017-08-16,56.72250000000004,56.18615384615385,55.63857142857141,54.598235294117636,53.88454545454549
2017-08-17,56.69875000000004,56.190000000000005,55.738571428571404,54.602647058823514,54.02036363636367
2017-08-18,56.69875000000004,56.13076923076923,55.786190476190455,54.65499999999999,54.16309090909094
2017-08-21,56.55750000000004,56.11538461538461,55.82428571428569,54.7420588235294,54.316181818181846
2017-08-22,56.117500000000035,56.08307692307692,55.73714285714283,54.76147058823528,54.41745454545457
2017-08-23,55.96625000000004,56.136923076923075,55.70999999999997,54.814411764705866,54.48818181818184
2017-08-24,55.55125000000004,55.9876923076923,55.71238095238092,54.88088235294116,54.536545454545475
2017-08-25,55.12625000000004,55.856153846153845,55.729047619047584,54.91941176470586,54.57163636363638
2017-08-28,54.94875000000004,55.76307692307692,55.71476190476187,54.970588235294095,54.58254545454547
2017-08-29,54.87125000000004,55.57769230769231,55.687619047619016,55.059117647058805,54.59163636363638
2017-08-30,54.92625000000004,55.596923076923076,55.671904761904734,55.178823529411744,54.63800000000002
2017-08-31,54.92375000000004,55.45153846153846,55.661428571428544,55.265588235294096,54.69763636363638
2017-09-01,55.10125000000004,55.29769230769231,55.70904761904759,55.38294117647057,54.7609090909091
2017-09-04,55.02875000000004,55.09461538461539,55.714761904761886,55.4305882352941,54.79072727272729
2017-09-05,55.055000000000035,54.97615384615385,55.63238095238093,55.447058823529396,54.828363636363655
2017-09-06,55.02125000000003,54.82384615384616,55.53809523809522,55.41823529411763,54.81418181818183
2017-09-07,54.73625000000003,54.6423076923077,55.37190476190474,55.37235294117645,54.796000000000014
2017-09-08,54.31875000000003,54.47076923076924,55.09809523809521,55.252941176470564,54.73872727272728
2017-09-11,53.89625000000003,54.32307692307693,54.94904761904759,55.17970588235292,54.66836363636365
2017-09-12,53.66000000000003,54.28769230769232,54.76904761904758,55.167647058823505,54.603636363636376
2017-09-13,53.59250000000003,54.35384615384616,54.6480952380952,55.203235294117626,54.591272727272745
2017-09-14,53.66625000000003,54.305384615384625,54.550476190476154,55.17588235294115,54.58000000000002
2017-09-15,53.74875000000004,54.28538461538463,54.5085714285714,55.15147058823527,54.56672727272729
2017-09-18,54.07250000000004,54.298461538461545,54.537619047619025,55.14676470588233,54.610181818181836
2017-09-19,54.48750000000004,54.373846153846166,54.583333333333314,55.169117647058805,54.68145454545456
2017-09-20,55.071250000000035,54.4523076923077,54.69952380952379,55.22852941176468,54.73781818181819
2017-09-21,55.42750000000004,54.56846153846155,54.74380952380951,55.27647058823528,54.78745454545455
2017-09-22,55.73750000000003,54.70769230769232,54.83999999999998,55.278823529411746,54.86527272727273
2017-09-25,56.04500000000004,54.98384615384616,54.99809523809523,55.32617647058822,54.94945454545455
2017-09-26,56.306250000000034,55.27153846153847,55.06761904761904,55.33352941176469,55.007636363636365
2017-09-27,56.52750000000003,55.64461538461539,55.1395238095238,55.3070588235294,55.08981818181818
2017-09-28,56.65625000000003,55.99692307692309,55.19666666666666,55.34970588235293,55.18563636363636
2017-09-29,56.75750000000002,56.28000000000001,55.281904761904755,55.346764705882336,55.27181818181818
2017-10-09,57.010000000000026,56.55538461538462,55.426666666666655,55.377352941176454,55.39963636363636
2017-10-10,57.44250000000003,56.892307692307696,55.66333333333333,55.44588235294117,55.51945454545454
2017-10-11,58.080000000000034,57.37307692307692,55.99238095238095,55.603823529411756,55.65527272727272
2017-10-12,58.50375000000003,57.71076923076923,56.3247619047619,55.75088235294117,55.764363636363626
2017-10-13,59.095000000000034,58.106923076923074,56.72809523809523,55.93058823529411,55.889999999999986
2017-10-16,59.46375000000003,58.347692307692306,57.0995238095238,56.094411764705875,55.95799999999999
2017-10-17,59.79500000000004,58.684615384615384,57.44380952380952,56.25058823529411,56.044181818181805
2017-10-18,60.303750000000036,59.089999999999996,57.81285714285714,56.46499999999999,56.177636363636346
2017-10-19,60.861250000000034,59.51923076923077,58.19571428571428,56.726764705882346,56.34581818181817
2017-10-20,61.27750000000003,59.95153846153846,58.56285714285714,56.934999999999995,56.469090909090895
2017-10-23,61.455000000000034,60.40538461538461,58.928095238095224,57.15294117647058,56.59345454545453
2017-10-24,61.80250000000004,60.87769230769231,59.26952380952379,57.36882352941175,56.720909090909075
2017-10-25,61.977500000000035,61.31923076923077,59.58142857142855,57.59029411764704,56.85381818181816
2017-10-26,62.65375000000004,61.82076923076924,59.98809523809522,57.871470588235276,57.04581818181816
2017-10-27,63.640000000000036,62.49846153846155,60.57238095238093,58.276764705882336,57.29854545454543
2017-10-30,64.34625000000003,62.94615384615386,61.092380952380935,58.65117647058822,57.49854545454543
2017-10-31,64.79875000000003,63.39307692307694,61.530476190476165,59.02735294117645,57.69509090909089
2017-11-01,65.36250000000003,63.80846153846156,62.01285714285711,59.43529411764704,57.88381818181816
2017-11-02,65.99000000000002,64.42153846153847,62.532857142857104,59.8991176470588,58.065999999999974
2017-11-03,66.58250000000002,65.0546153846154,63.05095238095233,60.35382352941174,58.29018181818179
2017-11-06,67.47375000000002,65.73153846153848,63.66380952380948,60.8405882352941,58.522363636363615
2017-11-07,68.21625000000003,66.34692307692309,64.25714285714282,61.31235294117646,58.76781818181816
2017-11-08,68.52625000000003,66.95923076923079,64.79476190476187,61.77323529411763,59.01545454545452
2017-11-09,69.04500000000003,67.61692307692309,65.26952380952378,62.25029411764704,59.29436363636361
2017-11-10,70.04250000000003,68.46384615384616,65.92619047619044,62.784999999999975,59.635999999999974
2017-11-13,70.97000000000003,69.34230769230771,66.53666666666663,63.31352941176469,59.98018181818179
2017-11-14,71.54125000000002,69.89076923076927,67.13380952380949,63.77441176470587,60.30945454545452
2017-11-15,72.35000000000002,70.41461538461542,67.83380952380949,64.33558823529411,60.6732727272727
2017-11-16,73.10625000000003,71.12230769230771,68.54095238095235,64.92735294117647,61.07581818181816
2017-11-17,73.58875000000003,71.75615384615388,69.10571428571426,65.44029411764706,61.453272727272704
2017-11-20,73.89625000000004,72.21076923076927,69.60190476190473,65.9120588235294,61.771454545454525
2017-11-21,74.24625000000005,72.69769230769235,70.14238095238093,66.41941176470587,62.11254545454543
2017-11-22,73.90875000000004,72.97230769230772,70.53809523809522,66.84441176470588,62.397090909090885
2017-11-23,73.05000000000004,72.77384615384618,70.75476190476189,67.1470588235294,62.61672727272726
2017-11-24,72.58375000000004,72.57846153846157,70.91666666666666,67.43882352941176,62.85236363636362
2017-11-27,71.68250000000003,72.35692307692311,70.89761904761903,67.68617647058825,63.09563636363635
2017-11-28,70.74250000000004,72.16692307692311,70.97761904761903,67.90676470588237,63.357636363636345
2017-11-29,69.66250000000004,71.52230769230773,70.95857142857142,68.06588235294119,63.58290909090908
2017-11-30,68.74625000000003,70.84230769230774,70.89095238095237,68.18294117647059,63.809272727272706
2017-12-01,67.66500000000003,70.31230769230774,70.78047619047618,68.34911764705883,64.05381818181817
2017-12-04,67.17125000000004,69.78538461538467,70.76238095238094,68.58000000000001,64.32799999999999
2017-12-05,67.26500000000004,69.17923076923081,70.67523809523807,68.78500000000001,64.59563636363634
2017-12-06,67.24750000000004,68.6761538461539,70.54761904761902,68.94147058823532,64.83854545454544
2017-12-07,67.04375000000005,68.14000000000004,70.33285714285712,69.0429411764706,65.04145454545453
2017-12-08,66.94625000000005,67.67461538461542,70.17809523809521,69.19882352941178,65.27727272727272
2017-12-11,67.65625000000004,67.67461538461542,70.04952380952379,69.44323529411767,65.55872727272727
2017-12-12,68.43875000000004,68.00461538461542,69.92666666666665,69.70323529411768,65.83854545454545
2017-12-13,69.54500000000004,68.44230769230772,70.01999999999998,69.97058823529414,66.1590909090909
2017-12-14,70.38750000000005,68.98846153846156,70.0147619047619,70.16764705882356,66.504
2017-12-15,70.96625000000004,69.3169230769231,69.85999999999999,70.34264705882356,66.81072727272728
2017-12-18,72.06125000000004,70.15230769230772,69.96571428571427,70.65029411764709,67.16818181818182
2017-12-19,73.61875000000005,71.13846153846156,70.22714285714285,70.98558823529414,67.55963636363637
2017-12-20,75.33125000000005,72.39230769230772,70.59142857142855,71.39676470588239,68.01236363636365
2017-12-21,76.61250000000005,73.48461538461541,71.07952380952379,71.80323529411768,68.46145454545456
2017-12-22,77.70250000000006,74.42769230769233,71.6990476190476,72.11000000000003,68.88509090909092
2017-12-25,78.50375000000005,75.36923076923078,72.27523809523807,72.39117647058826,69.28545454545456
2017-12-26,79.10125000000005,76.40846153846155,72.84095238095236,72.6558823529412,69.65436363636364
2017-12-27,79.72000000000004,77.17769230769233,73.27999999999999,72.85441176470592,69.95836363636364
2017-12-28,80.19250000000004,77.86692307692309,73.97714285714284,73.03852941176474,70.3229090909091
2017-12-29,80.37500000000004,78.48384615384617,74.65714285714284,73.19852941176475,70.6549090909091
2018-01-02,80.24750000000004,78.97846153846156,75.38476190476189,73.4452941176471,71.03545454545456
2018-01-03,80.09125000000004,79.45615384615387,76.00142857142856,73.62470588235297,71.41363636363639
2018-01-04,80.39250000000004,80.22846153846156,76.69999999999999,73.82441176470591,71.80709090909092
2018-01-05,80.65750000000006,80.65923076923079,77.38380952380952,74.0544117647059,72.1649090909091
2018-01-08,80.99875000000006,80.95000000000002,78.15714285714286,74.32705882352944,72.5229090909091
2018-01-09,82.02375000000006,81.29615384615386,79.02380952380952,74.68441176470591,72.95018181818182
2018-01-10,83.02875000000006,81.81538461538463,79.83333333333333,75.18441176470591,73.41036363636364
2018-01-11,84.03875000000006,82.38307692307693,80.6,75.78411764705885,73.86381818181819
2018-01-12,85.38750000000006,83.21461538461539,81.41999999999999,76.45794117647061,74.34218181818183
2018-01-15,86.74375000000006,84.15923076923076,82.23238095238094,77.16852941176472,74.77418181818182
2018-01-16,87.72250000000005,85.15307692307692,83.08333333333331,77.81970588235296,75.20727272727272
2018-01-17,88.13875000000004,85.54923076923077,83.50857142857141,78.40176470588239,75.55981818181819
2018-01-18,88.66375000000004,86.05076923076925,83.88857142857141,79.01352941176475,75.91218181818182
2018-01-19,88.54750000000003,86.40384615384619,84.05857142857141,79.59794117647063,76.23127272727274
2018-01-22,88.73750000000003,87.13615384615387,84.45238095238093,80.25882352941181,76.6329090909091
2018-01-23,88.95625000000003,87.65307692307695,84.88714285714285,80.88794117647063,76.98854545454547
2018-01-24,88.45375000000003,88.01230769230772,85.21047619047619,81.44764705882356,77.2858181818182
2018-01-25,87.73500000000003,88.3046153846154,85.52142857142856,82.03705882352945,77.56818181818184
2018-01-26,87.23750000000003,88.36153846153849,85.94714285714284,82.59411764705885,77.85345454545457
2018-01-29,86.74625000000003,87.83692307692309,86.00523809523808,82.89352941176473,77.98945454545456
2018-01-30,86.12125000000003,87.33230769230771,86.07761904761904,83.17411764705885,78.11600000000001
2018-01-31,86.02250000000004,86.79461538461541,86.25857142857141,83.47500000000002,78.33763636363639
2018-02-01,85.09250000000004,86.12000000000003,86.35761904761904,83.7188235294118,78.48636363636365
2018-02-02,84.16375000000004,85.46307692307695,86.32380952380952,83.99323529411768,78.59690909090911
2018-02-05,82.97875000000003,84.83692307692311,86.0947619047619,84.01647058823534,78.65163636363638
2018-02-06,81.78375000000003,84.07076923076927,85.82047619047619,83.95823529411769,78.71545454545455
2018-02-07,79.80625000000002,82.98230769230774,85.10238095238094,83.64705882352945,78.66218181818184
2018-02-08,78.54875000000001,81.56692307692313,84.29857142857142,83.34911764705886,78.66436363636367
2018-02-09,77.27375000000002,80.14307692307699,83.50047619047618,83.07323529411768,78.73036363636368
2018-02-12,76.02625000000002,79.14692307692313,82.69238095238094,82.89205882352945,78.83836363636367
2018-02-13,75.04125000000002,78.3084615384616,81.8995238095238,82.76352941176475,78.97490909090912
2018-02-14,74.33125000000003,77.52076923076929,81.22238095238095,82.7252941176471,79.11890909090913
2018-02-22,74.61000000000003,77.3684615384616,80.94095238095237,82.70294117647062,79.37127272727277
2018-02-23,75.01000000000003,77.23307692307698,80.6190476190476,82.6958823529412,79.6265454545455
2018-02-26,75.94750000000003,76.78230769230775,80.30238095238094,82.63529411764708,79.86690909090913
2018-02-27,76.45750000000004,76.25307692307697,79.62047619047617,82.49411764705884,80.01509090909096
2018-02-28,76.84250000000003,75.63769230769236,78.88571428571426,82.23794117647061,80.12345454545459
2018-03-01,76.83250000000004,75.36461538461543,78.26523809523808,81.99205882352945,80.2325454545455
2018-03-02,76.62250000000003,75.13230769230773,77.66619047619045,81.73382352941181,80.36818181818187
2018-03-05,76.05875000000003,75.21461538461543,76.9638095238095,81.3217647058824,80.44436363636369
2018-03-06,75.20125000000003,75.30846153846159,76.54285714285713,80.86117647058828,80.46872727272734
2018-03-07,74.40625000000003,75.46846153846158,76.15619047619046,80.42941176470593,80.49454545454552
2018-03-08,74.20375000000003,75.66076923076928,75.79999999999998,80.00382352941182,80.54454545454551
2018-03-09,74.32875000000003,75.81461538461544,75.51999999999998,79.57294117647064,80.58836363636371
2018-03-12,74.56250000000003,75.78000000000004,75.22809523809522,79.14147058823535,80.64654545454553
2018-03-13,74.59875000000004,75.35769230769235,75.07285714285712,78.80617647058828,80.60163636363643
2018-03-14,74.86500000000004,75.04307692307697,75.03047619047616,78.48705882352947,80.54945454545462
2018-03-15,75.60375000000003,75.00307692307696,75.36285714285711,78.27617647058828,80.48400000000007
2018-03-16,76.05750000000003,75.06230769230773,75.5938095238095,77.87764705882357,80.38800000000006
2018-03-19,76.61125000000004,75.32615384615389,75.90380952380949,77.52470588235299,80.33581818181825
2018-03-20,76.45500000000004,75.42846153846158,75.9633333333333,77.18058823529417,80.24654545454551
2018-03-21,76.13250000000004,75.51307692307697,75.93571428571425,76.84294117647063,80.15654545454551
2018-03-22,75.63000000000004,75.51615384615388,75.72285714285711,76.41029411764711,80.05163636363643
2018-03-23,75.22500000000004,75.37230769230773,75.30714285714282,76.0952941176471,79.87909090909098
2018-03-26,74.53000000000004,75.11923076923081,74.84761904761902,75.75970588235297,79.6992727272728
2018-03-27,73.33875000000005,74.47076923076928,74.36904761904759,75.29176470588239,79.47909090909098
2018-03-28,71.82250000000005,73.52000000000004,73.82809523809522,74.75529411764708,79.1852727272728
2018-03-29,70.54625000000004,72.85461538461543,73.50523809523807,74.32058823529414,78.90363636363644
2018-03-30,69.38500000000005,72.22000000000004,73.12619047619044,73.98205882352943,78.60690909090916
2018-04-02,68.37375000000006,71.5184615384616,72.79333333333331,73.68764705882354,78.3201818181819
2018-04-03,67.74750000000006,70.68153846153851,72.55666666666664,73.57294117647061,77.97509090909098
2018-04-04,67.56375000000006,70.14538461538467,72.39761904761903,73.51058823529414,77.62963636363644
2018-04-09,67.53375000000005,69.53307692307698,72.2295238095238,73.46794117647062,77.29854545454552
2018-04-10,67.77250000000005,69.12769230769236,71.9190476190476,73.34970588235296,76.91690909090916
2018-04-11,68.46875000000006,68.80384615384621,71.59571428571428,73.20882352941179,76.52709090909099
2018-04-12,68.68125000000006,68.5784615384616,71.2647619047619,72.99117647058826,76.13400000000009
2018-04-13,68.88375000000006,68.31769230769237,70.9490476190476,72.63470588235296,75.80618181818188
2018-04-16,69.07625000000006,68.16230769230775,70.58809523809524,72.29147058823531,75.47109090909098
2018-04-17,69.06125000000006,68.04923076923083,70.06428571428572,71.95264705882356,75.14072727272733
2018-04-18,68.61500000000007,68.17153846153852,69.56238095238095,71.66529411764708,74.70272727272733
2018-04-19,68.69250000000007,68.39230769230775,69.21285714285713,71.55029411764707,74.35109090909097
2018-04-20,68.59875000000007,68.64384615384621,68.92619047619047,71.41235294117648,74.02890909090915
