date,K,D,J,KDJ_½ð²æËÀ²æ
2017-05-23,86.3490849263574,79.05182182284221,100.94361113338778,
2017-05-24,86.25362920758324,81.45242428442256,95.85603905390462,
2017-05-25,83.50816659815892,82.13767172233467,86.24915634980741,
2017-05-26,78.88639677972502,81.05391340813146,74.55136352291211,ËÀ²æ
2017-05-31,74.93941603496823,79.01574761707705,66.78675287075058,
2017-06-01,78.11617634654452,78.71589052689954,76.91674798583446,
2017-06-02,74.39265312921658,77.27481139433856,68.62833659897265,
2017-06-05,59.77641310427555,71.44201196431756,36.44521538419153,
2017-06-06,69.8369950681223,70.90700633225248,67.69697253986197,
2017-06-07,77.82521434293551,73.21307566914682,87.0494916905129,½ð²æ
2017-06-08,79.02402550164469,75.1500589466461,86.77195861164185,
2017-06-09,82.43178761041547,77.57730183456921,92.14075916210797,
2017-06-12,84.27262822348915,79.80907729754252,93.1997300753824,
2017-06-13,84.69491492244474,81.43768983917658,91.20936508898103,
2017-06-14,81.30569411589012,81.39369126474776,81.12969981817486,ËÀ²æ
2017-06-15,73.52155655186148,78.76964636045233,63.0253769346798,
2017-06-16,67.62764504273154,75.05564592121208,52.771643285770466,
2017-06-19,63.0958493833264,71.06904707525018,47.14945399947885,
2017-06-20,51.915200704125915,64.68443161820876,26.37673887596023,
2017-06-21,57.9216806437092,62.430181293375576,48.90467934437645,
2017-06-22,57.717315324731096,60.85922597049409,51.43349403320512,
2017-06-23,69.39068693902,63.70304629333606,80.7659682303879,½ð²æ
2017-06-26,76.92712462601334,68.11107240422848,94.55922906958307,
2017-06-27,84.37653719028906,73.53289399958201,106.06382357170313,
2017-06-28,80.1640682717869,75.7432854236503,89.0056339680601,
2017-06-29,75.8891953616194,75.79192206964001,76.0837419455782,
2017-06-30,74.50716999643124,75.36367137857042,72.79416723215292,ËÀ²æ
2017-07-03,63.61640079272786,71.4479145166229,47.95337334493777,
2017-07-04,46.10755591408114,63.001128315775645,12.320411110692135,
2017-07-05,39.9799257400439,55.32739412386507,9.284988972401564,
2017-07-06,33.154239849640504,47.93634269912354,3.590034150674427,
2017-07-07,23.29330275690317,39.72199605171675,-9.564083832723995,
2017-07-10,26.5855133847764,35.34316849606997,9.070203162189259,
2017-07-11,36.36235243463464,35.68289647559153,37.721264352720866,½ð²æ
2017-07-12,33.274647170163554,34.880146707115536,30.063648096259598,ËÀ²æ
2017-07-13,31.409868743721777,33.72338738598428,26.78283145919677,
2017-07-14,37.79597310187512,35.080915957947894,43.22608738972957,½ð²æ
2017-07-17,32.73921484259082,34.30034891949554,29.61694668878137,ËÀ²æ
2017-07-18,39.423908591522384,36.00820214350449,46.25532148755818,½ð²æ
2017-07-19,54.15297609805199,42.056460128353656,78.34600803744864,
2017-07-20,68.95570109174692,51.022873782818074,104.82135570960462,
2017-07-21,73.30516405434797,58.45030387332804,103.01488441638782,
2017-07-24,77.5753435293449,64.82531709200033,103.07539640403405,
2017-07-25,77.39182681570652,69.01415366656907,94.14717311398144,
2017-07-26,69.83146581102197,69.28659104805337,70.92121533695916,
2017-07-27,63.35871825417993,67.31063345009555,55.45488786234867,ËÀ²æ
2017-07-28,69.77043105454997,68.13056598491369,73.05016119382253,½ð²æ
2017-07-31,68.47853298373504,68.2465549845208,68.94248898216352,
2017-08-01,72.82710513003427,69.7734050330253,78.9345053240522,
2017-08-02,69.0286936432715,69.52516790310737,68.03574512359975,ËÀ²æ
2017-08-03,57.18156173600702,65.41063251407392,40.723420179873216,
2017-08-04,46.12719974086384,58.98282158967056,20.415956043250404,
2017-08-07,53.46124324525641,57.14229547486584,46.09913878603756,
2017-08-08,56.88794199414324,57.05751098129164,56.54880401984644,
2017-08-09,62.43062190781544,58.84854795679957,69.5947698098472,½ð²æ
2017-08-10,67.13934012413581,61.61214534591165,78.19372968058416,
2017-08-11,60.51047583367295,61.244922175165414,59.04158315068801,ËÀ²æ
2017-08-14,64.51614139827281,62.335328582867874,68.87776702908269,½ð²æ
2017-08-15,67.91918584060677,64.1966143354475,75.36432885092532,
2017-08-16,66.21962816724212,64.87095227937904,68.91697994296828,
2017-08-17,58.73738336912601,62.826429309294696,50.55929148878863,ËÀ²æ
2017-08-18,45.980362660591766,57.21107375972705,23.518940462321197,
2017-08-21,34.88500861310604,49.76905204418671,5.116921750944698,
2017-08-22,30.274216268386482,43.2707734522533,4.281101900652843,
2017-08-23,33.01324282495914,39.85159657648858,19.336535321900257,
2017-08-24,30.132619652487296,36.61193760182149,17.173983753818916,
2017-08-25,28.470102334411283,33.89799251268475,17.61432197786435,
2017-08-28,37.63255049244441,35.14284517260464,42.61196113212395,½ð²æ
2017-08-29,45.1051174137234,38.46360258631089,58.388147068548406,
2017-08-30,61.15115935689668,46.02612150983949,91.40123505101106,
2017-08-31,64.74248413454434,52.26490905140778,89.69763430081748,
2017-09-01,67.22582721269089,57.251881771835485,87.17371809440169,
2017-09-04,52.34767218387588,55.61714524251562,45.80872606659639,ËÀ²æ
2017-09-05,43.09335399190842,51.44254815897989,26.394965657765482,
2017-09-06,32.05116179748487,44.97875270514822,6.1959799821581925,
2017-09-07,24.486870788341083,38.14812539954584,-2.8356384340684286,
2017-09-08,17.882846108216576,31.393032302436087,-9.137526280222446,
2017-09-11,24.485564638075335,29.090543080982503,15.275607752261003,
2017-09-12,33.01867297320474,30.399919711723246,38.256179496167725,½ð²æ
2017-09-13,49.22204460839913,36.67396134394854,74.31821113730031,
2017-09-14,61.33703317535885,44.89498528775198,94.22112895057259,
2017-09-15,69.82982739073958,53.20659932208118,103.07628352805638,
2017-09-18,77.82693099762044,61.41337654726093,110.65403989833946,
2017-09-19,80.20578854829196,67.67751388093795,105.26233788299999,
2017-09-20,82.0350025845061,72.46334344879399,101.17832085593031,
2017-09-21,79.36153456971938,74.76274048910246,88.55912273095325,
2017-09-22,77.25936586747895,75.59494894856128,80.58819970531428,
2017-09-25,84.15930513614244,78.44973434442166,95.57844671958398,
2017-09-26,82.66175897965051,79.8537425561646,88.27779182662232,
2017-09-27,78.9512556898738,79.55291360073433,77.74793986815277,ËÀ²æ
2017-09-28,78.65853369358146,79.2547869650167,77.46602715071097,
2017-09-29,72.98547054981934,77.1650148266176,64.62638199622282,
2017-10-09,76.94526865483449,77.0917661026899,76.65227375912369,
2017-10-10,84.36771191162194,79.51708137233392,94.06897299019798,½ð²æ
2017-10-11,86.20885304216995,81.74767192894593,95.13121526861798,
2017-10-12,84.25417789018228,82.5831739160247,87.5961858384974,
2017-10-13,87.60623353598356,84.25752712267766,94.30364636259537,
2017-10-16,77.84860013510016,82.12121812681849,69.30336415166349,ËÀ²æ
2017-10-17,73.07344398093274,79.10529341152323,61.009745119751756,
2017-10-18,77.21804477955904,78.47621053420183,74.70171327027347,
2017-10-19,80.88468571950968,79.27903559597111,84.09598596658682,½ð²æ
2017-10-20,79.91857318729542,79.49221479307921,80.77128997572785,
2017-10-23,78.61238212486364,79.19893723700736,77.43927190057622,ËÀ²æ
2017-10-24,83.91972573506432,80.77253340302634,90.21411039914025,½ð²æ
2017-10-25,83.61180096237759,81.7189559228101,87.39749104151258,
2017-10-26,80.51924745353017,81.31905309971678,78.91963616115694,ËÀ²æ
2017-10-27,83.70266943773908,82.11359187905755,86.88082455510212,½ð²æ
2017-10-30,82.38019103045471,82.20245826285661,82.73565656565091,
2017-10-31,78.5957589754784,81.00022516706387,73.78682659230745,ËÀ²æ
2017-11-01,76.71035946350575,79.57026993254449,70.99053852542826,
2017-11-02,78.10444233875748,79.08166073461548,76.15000554704147,
2017-11-03,81.1409606619083,79.76809404371308,83.88669389829872,½ð²æ
2017-11-06,86.45437986597614,81.99685598446743,95.36942762899355,
2017-11-07,83.96024078292491,82.65131758395326,86.57808718086821,
2017-11-08,80.15880991339085,81.82048169376579,76.83546635264099,ËÀ²æ
2017-11-09,79.23829336691814,80.95975225148324,75.79537559778797,
2017-11-10,85.68937867653695,82.53629439316781,91.99554724327524,½ð²æ
2017-11-13,88.19228268173265,84.42162382268943,95.7336003998191,
2017-11-14,80.81651577097456,83.21992113878447,76.00970503535476,ËÀ²æ
2017-11-15,86.31472370220324,84.25152199325738,90.44112712009493,½ð²æ
2017-11-16,88.64095352601971,85.7146658375115,94.49352890303615,
2017-11-17,84.26579032318838,85.23170733273713,82.33395630409089,ËÀ²æ
2017-11-20,73.05863684776135,81.17401717107855,56.82787620112694,
2017-11-21,69.96864449644572,77.43889294620094,55.02814759693527,
2017-11-22,55.763849694192565,70.21387852886481,26.863792024848067,
2017-11-23,39.12262110760376,59.850126055111126,-2.332388787410963,
2017-11-24,36.14622736021352,51.94882649014526,4.541029100350059,
2017-11-27,31.72294047170949,45.206864484,4.755092447128462,
2017-11-28,31.829871724621583,40.747866897540526,13.993881378783698,
2017-11-29,25.299696894685752,35.598476896588934,4.7021368908793875,
2017-11-30,20.003374593525454,30.40010946223444,-0.7900951438925148,
2017-12-01,15.592985583605055,25.464401502691313,-4.149846254567464,
2017-12-04,21.403467502240492,24.110756835874373,15.988888834972734,
2017-12-05,34.075072517652444,27.432195396467062,47.36082676002321,½ð²æ
2017-12-06,48.4361394721999,34.43351008837801,76.44139823984368,
2017-12-07,43.861503053408995,37.576174410055,56.43216034011698,
2017-12-08,52.44244088452688,42.5315965682123,72.26412951715604,
2017-12-11,66.91453022021649,50.65924111888037,99.42510842288875,
2017-12-12,73.70667678003285,58.34171967259786,104.43659099490282,
2017-12-13,81.82512302131393,66.16952078883655,113.1363274862687,
2017-12-14,87.29969798963172,73.2129131891016,115.47326759069196,
2017-12-15,82.9948806269676,76.4735690017236,96.0375038774556,
2017-12-18,88.66325375131173,80.53679725158632,104.91616675076253,
2017-12-19,89.1607716226875,83.41145537528672,100.65940411748909,
2017-12-20,92.58634774845832,86.46975283301059,104.8195375793538,
2017-12-21,91.85846002022502,88.26598856208206,99.04340293651094,
2017-12-22,86.42898420457999,87.65365377624805,83.97964506124387,ËÀ²æ
2017-12-25,82.68774097491978,85.99834950913862,76.06652390648208,
2017-12-26,75.64277836120314,82.5464924598268,61.83535016395584,
2017-12-27,66.05059561467176,77.04786017810845,44.056066487798404,
2017-12-28,67.2705529784523,73.78875777822306,54.23414337891077,
2017-12-29,60.76040631708494,69.44597395784369,43.38927103556745,
2018-01-02,56.35775339553914,65.08323377040884,38.906792645799754,
2018-01-03,55.287453312643855,61.81797361782051,42.22641270229053,
2018-01-04,66.59743264321182,63.41112662628428,72.9700446770669,½ð²æ
2018-01-05,72.34031741431517,66.38752355562791,84.24590513168968,
2018-01-08,73.38629856606521,68.72044855910701,82.71799857998161,
2018-01-09,82.2575323773768,73.2328098318636,100.3069774684032,
2018-01-10,87.39510521693701,77.95357496022142,106.27816573036822,
2018-01-11,86.44676510783914,80.78463834276066,97.7710186379961,
2018-01-12,90.02064519360165,83.86330729304099,102.33532099472299,
2018-01-15,89.77120282224105,85.83260580277435,97.64839686117446,
2018-01-16,86.92748974582894,86.19756711712587,88.38733500323505,
2018-01-17,70.99636837611006,81.1305008701206,50.728103388088954,ËÀ²æ
2018-01-18,61.14783798476424,74.46961324166848,34.504287470955745,
2018-01-19,49.422033702720206,66.12042006201905,16.025260984122525,
2018-01-22,55.9209954414531,62.72061185516373,42.32176261403184,
2018-01-23,57.588471435443175,61.00989838192354,50.745617542482435,
2018-01-24,49.84126323924438,57.28702000103049,34.949749715672155,
2018-01-25,39.96824956690363,51.514096522988204,16.876555654734474,
2018-01-26,37.30255099332036,46.77691467976559,18.353823620429907,
2018-01-29,26.213024087549723,39.922284482360304,-1.2054967020714429,
2018-01-30,21.470355633897075,33.77164153287256,-3.1322161640538866,
2018-01-31,27.609450572410765,31.717577879385292,19.39319595846171,
2018-02-01,27.332642454016668,30.255932737595753,21.4860618868585,
2018-02-02,24.96333466971897,28.491733381636823,17.906537245883264,
2018-02-05,22.887885847358344,26.623784203543995,15.41608913498704,
2018-02-06,19.247194553509534,24.16492098686584,9.411741686796923,
2018-02-07,14.531179749554028,20.953673907761903,1.6861914331382764,
2018-02-08,13.530495237566749,18.479281017696852,3.632923677306543,
2018-02-09,16.858068778054772,17.938876937816158,14.696452458532,
2018-02-12,24.950166263196575,20.275973379609628,34.298552030370466,½ð²æ
2018-02-13,32.70030749896486,24.41741808606137,49.26608632477184,
2018-02-14,40.81692083018502,29.883919000769254,62.68292448901656,
2018-02-22,60.21879935044914,39.99554578399588,100.66530648335566,
2018-02-23,70.30007738428519,50.097056317425654,110.70611951800424,
2018-02-26,74.3637526571391,58.185955097330144,106.719347776757,
2018-02-27,71.33146974295629,62.56779331253886,88.85882260379113,
2018-02-28,64.99203558189967,63.37587406899246,68.2243586077141,
2018-03-01,51.939753491125366,59.5638338763701,36.691592720635896,ËÀ²æ
2018-03-02,38.242854528674776,52.45684076047166,9.814882065081022,
2018-03-05,25.79252360625884,43.568735042400725,-9.75989926602493,
2018-03-06,26.988203085437757,38.0418910567464,4.880827142820465,
2018-03-07,27.906977239440266,34.66358645097769,14.39375881636542,
2018-03-08,41.69964981454462,37.0089409055,51.081067632633875,½ð²æ
2018-03-09,53.79095597034253,42.60294592711418,76.16697605679923,
2018-03-12,60.2732219412001,48.49303793180948,83.83358995998134,
2018-03-13,58.46171785327319,51.815931238964055,71.75329108189146,
2018-03-14,60.99757693603317,54.87647980465376,73.23977119879198,
2018-03-15,72.44521855472702,60.73272605467818,95.87020355482468,
2018-03-16,74.48182766033793,65.31575992323143,92.81396313455093,
2018-03-19,77.00646814986523,69.21266266544269,92.59407911871031,
2018-03-20,66.40856741905915,68.27796424998151,62.66977375721444,ËÀ²æ
2018-03-21,52.66481326755244,63.07358058917182,31.847278624313688,
2018-03-22,35.75280330596471,53.96665482810278,-0.6748997383114244,
2018-03-23,32.45357913221258,46.795629596139385,3.7694782043589754,
2018-03-26,25.626329750113545,39.73919631413077,-2.5994033779209076,
2018-03-27,20.493310742499943,33.32390112358716,-5.1678700196744956,
2018-03-28,13.851601101060565,26.83313444941163,-12.111465595641569,
2018-03-29,17.69036896576193,23.785545954861732,5.500014987562324,
2018-03-30,18.11849642348933,21.896529444404266,10.562430381659453,
2018-04-02,18.771911001486338,20.854989963431624,14.605753077595764,
2018-04-03,22.579844985768784,21.429941637544008,24.87965168221833,½ð²æ
2018-04-04,41.21576801745736,28.025217097515124,67.59686985734183,
2018-04-09,52.987826222850764,36.34608680596034,86.2713050566316,
2018-04-10,63.57380505252197,45.42199288814755,99.8774293812708,
2018-04-11,70.88430975132668,53.90943184254059,104.83406556889888,
2018-04-12,70.8377667845724,59.55221015655119,93.40888004061479,
2018-04-13,62.69017263172122,60.59819764827453,66.87412259861459,
2018-04-16,57.206196592516335,59.46753062968846,52.68352851817208,ËÀ²æ
2018-04-17,45.13925972714733,54.691440328841416,26.034898523759168,
2018-04-18,36.386173151431514,48.589684603038116,11.979150248218318,
2018-04-19,52.097448767620996,49.758939324565745,56.774467653731506,½ð²æ
2018-04-20,58.6249658450806,52.7142814980707,70.44633453910042,
2018-04-23,63.296643896720354,56.24173563095392,77.40646042825323,
2018-04-24,74.77046953293667,62.41798026494817,99.47544806891369,
2018-04-25,81.80253524417999,68.87949859135877,107.64860854982246,
2018-04-26,72.0905790516755,69.94985874479768,76.37201966543117,
2018-04-27,60.63816381222811,66.84596043394116,48.22257056880201,ËÀ²æ
2018-05-02,67.40322031926316,67.03171372904849,68.1462334996925,½ð²æ
2018-05-03,77.47516275252461,70.51286340354052,91.39976145049278,
2018-05-04,79.96951425841475,73.66508035516527,92.57838206491371,
2018-05-07,86.00668399032907,77.77894823355321,102.46215550388078,
2018-05-08,87.9845554960403,81.1808173210489,101.5920318460231,
2018-05-09,89.9996539127831,84.12042951829363,101.75810270176203,
2018-05-10,92.71852842063798,86.98646248574175,104.18266029043042,
2018-05-11,89.0633482963616,87.67875775594837,91.83252937718805,
2018-05-14,89.68126805883247,88.34626119024307,92.35128179601128,
2018-05-15,92.67640092811052,89.78964110286556,98.44992057860046,
2018-05-16,90.83123490966602,90.13683903846572,92.22002665206662,
2018-05-17,79.67524122542481,86.64963976745209,65.72644414137025,ËÀ²æ
2018-05-18,70.48057906790048,81.25995286760156,48.92183146849834,
2018-05-21,61.75257869418974,74.75749480979762,35.74274646297397,
2018-05-22,56.714300474362254,68.74309669798583,32.65670802711509,
2018-05-23,44.60635216005928,60.697515185343654,12.424026109490526,
2018-05-24,29.846678854114785,50.413903074934034,-11.287769587523712,
2018-05-25,21.53444711387247,40.78741775458018,-16.971494167542957,
2018-05-28,33.1779020039019,38.25091250435409,23.031881002997523,
2018-05-29,35.94838856997717,37.48340452622845,32.87835665747461,
2018-05-30,42.053447677142394,39.00675224319976,48.14683854502765,½ð²æ
2018-05-31,57.7315172946006,45.24834059366671,82.69787069646839,
2018-06-01,64.58937311165464,51.69535143299603,90.37741646897184,
2018-06-04,75.03990187763446,59.47686824787551,106.16596913715237,
2018-06-05,80.17391197460658,66.37588282345253,107.76997027691468,
2018-06-06,81.22705242751549,71.3262726914735,101.02861189959944,
2018-06-07,77.51585426631871,73.38946654975524,85.76862969944565,
2018-06-08,73.44947570679467,73.40946960210171,73.52948791618061,
2018-06-11,77.97289380799118,74.93061100406487,84.05745941584382,
2018-06-12,83.68671091010917,77.84931097274631,95.36151078483488,
2018-06-13,84.67753821511015,80.12538672020092,93.78184120492861,
2018-06-14,81.22338164112365,80.49138502717517,82.68737486902063,
2018-06-15,72.38707957128476,77.78994987521169,61.58133896343091,ËÀ²æ
2018-06-19,51.578106168373104,69.05266863959882,16.628981225921677,
2018-06-20,47.35574497103584,61.82036075007783,18.42651341295185,
2018-06-21,39.31728726267374,54.319336254276465,9.313189279468276,
2018-06-22,31.2355528015903,46.62474177004774,0.4571748646754088,
2018-06-25,34.27935936008161,42.509614300059035,17.818849480126758,
2018-06-26,33.556270154427516,39.525166251515195,21.61847796025215,
2018-06-27,23.253399383331825,34.10124396212074,1.5577102257539934,
2018-06-28,17.192242945531273,28.46491028992425,-5.353091743254687,
2018-06-29,20.675331775008285,25.868384118285594,10.289227088453664,
2018-07-02,17.58858596321309,23.10845139992809,6.548855089783096,
2018-07-03,18.34980724966512,21.52223668317377,12.004948382647818,
2018-07-04,14.882838142785983,19.30910383637784,6.030306755602268,
2018-07-05,12.855414688046096,17.15787412026726,4.250495823603771,
2018-07-06,12.698390337700973,15.671379526078496,6.752411960945928,
2018-07-09,20.677333600396064,17.340030884184355,27.35193903281948,½ð²æ
2018-07-10,30.639243421285077,21.773101729884598,48.37152680408604,
2018-07-11,32.43817429286873,25.328125917545975,46.65827104351425,
2018-07-12,40.46929337242302,30.37518173583832,60.657516645592416,
2018-07-13,59.60061153603127,40.11699166923597,98.56785126962188,
2018-07-16,67.64667316230512,49.293552166925686,104.35291515306399,
2018-07-17,67.1208294833635,55.235977939071624,90.89053257194725,
2018-07-18,63.654603351691776,58.04218640994501,74.8794372351853,
2018-07-19,58.228665085547526,58.10434596847918,58.47730331968421,
2018-07-20,53.286702649624296,56.49846486219422,46.86317822448446,ËÀ²æ
2018-07-23,42.950772287958166,51.98256733744887,24.887182188976766,
2018-07-24,52.55675068630319,52.17396178706698,53.32232848477561,½ð²æ
2018-07-25,58.790668257988976,54.37953061070764,67.61294355255164,
2018-07-26,58.35477657108561,55.704612597500294,63.65510451825624,
2018-07-27,62.08562608168393,57.83161709222818,70.59364406059542,
2018-07-30,54.11252115466912,56.59191844637516,49.15372657125704,ËÀ²æ
2018-07-31,45.5988236269223,52.92755350655754,30.941363867651816,
2018-08-01,30.64076164500129,45.49862288603879,0.9250391629262964,
2018-08-02,25.30705430988073,38.768100027319434,-1.6150371249966753,
2018-08-03,16.90524487867389,31.48048164443759,-12.245228652853505,
2018-08-06,12.589727222615643,25.18356350383027,-12.597945339813613,
2018-08-07,15.995490663030317,22.120872556896956,3.74472687529704,
2018-08-08,12.346858518365252,18.86286787738639,-0.6851601996770214,
2018-08-09,16.23375949113448,17.98649841530242,12.728281642798606,
2018-08-10,18.955256145074333,18.309417658559724,20.246933118103556,½ð²æ
2018-08-13,17.13855564310796,17.919130320075805,15.577406289172266,ËÀ²æ
2018-08-14,21.059615130087362,18.965958590079655,25.246928210102773,½ð²æ
2018-08-15,15.604369270398356,17.845428816852557,11.122250177489953,ËÀ²æ
2018-08-16,10.458009265665009,15.382955633123373,0.6081165307482799,
2018-08-17,8.471764280641706,13.07922518229615,-0.743157522667186,
2018-08-20,16.37933650246899,14.17926228902043,20.779484929366117,½ð²æ
2018-08-21,31.725514742338067,20.028013106792976,55.12051801342825,
2018-08-22,39.15297128245227,26.402999165346074,64.65291551666466,
2018-08-23,50.129320497449804,34.311772942713986,81.76441560692143,
2018-08-24,51.19031461133878,39.93795349892225,73.69503683617184,
2018-08-27,67.46020974089252,49.11203891291234,104.15655139685288,
2018-08-28,68.81185699897883,55.67864494160117,95.07828111373412,
2018-08-29,66.58164203972323,59.31297730764186,81.11897150388597,
2018-08-30,63.68069065274475,60.768881756009485,69.50430844621529,
2018-08-31,44.431815746518446,55.32319308617914,22.649061067197053,ËÀ²æ
2018-09-03,35.38414435491534,48.676843509091206,8.798746046563608,
2018-09-04,34.591394206485795,43.981693741556064,15.810795136345249,
2018-09-05,23.680508157483725,37.21463188019862,-3.3877392879460615,
2018-09-06,18.31081496213201,30.913359574176415,-6.894274261956802,
2018-09-07,19.778638546183256,27.201785898178695,4.932343842192374,
2018-09-10,20.690449462308546,25.03134041955531,12.008667547815016,
2018-09-11,25.19714174680219,25.086607528637604,25.418210183131357,½ð²æ
2018-09-12,20.910080499617894,23.6944318522977,15.341377794258285,ËÀ²æ
2018-09-13,24.594543772956815,23.994469159184074,25.7946930005023,½ð²æ
2018-09-14,38.846895239809875,28.945277852726008,58.650130013977616,
2018-09-17,52.116954940049105,36.66917021516704,83.01252438981322,
2018-09-18,65.48832852576979,46.27555631870129,103.91387293990678,
2018-09-19,71.76440127137649,54.771837969593015,105.74952787494344,
2018-09-20,75.70864161497042,61.750772518052145,103.62437980880696,
2018-09-21,82.26480406123738,68.58878303244722,109.6168461188177,
2018-09-25,82.09381097999767,73.09045901496404,100.10051491006493,
2018-09-26,84.29024984400395,76.823722624644,99.22330428272386,
2018-09-27,85.92218206654529,79.8565424386111,98.05346132241365,
