,date,code,close,tradeStatus
448,2018-11-06,sz.000568,38.8500,1
449,2018-11-07,sz.000568,38.9200,1
450,2018-11-08,sz.000568,39.0600,1
451,2018-11-09,sz.000568,38.9700,1
452,2018-11-12,sz.000568,38.7800,1
453,2018-11-13,sz.000568,40.5500,1
454,2018-11-14,sz.000568,39.9500,1
455,2018-11-15,sz.000568,40.4000,1
456,2018-11-16,sz.000568,40.2900,1
457,2018-11-19,sz.000568,41.4400,1
458,2018-11-20,sz.000568,40.3200,1
459,2018-11-21,sz.000568,41.1900,1
460,2018-11-22,sz.000568,41.3000,1
461,2018-11-23,sz.000568,40.2300,1
462,2018-11-26,sz.000568,40.0200,1
463,2018-11-27,sz.000568,39.7800,1
464,2018-11-28,sz.000568,40.2200,1
465,2018-11-29,sz.000568,39.9500,1
466,2018-11-30,sz.000568,41.0000,1
467,2018-12-03,sz.000568,42.9000,1
468,2018-12-04,sz.000568,42.9500,1
469,2018-12-05,sz.000568,43.8200,1
470,2018-12-06,sz.000568,42.2800,1
471,2018-12-07,sz.000568,42.6100,1
472,2018-12-10,sz.000568,42.2500,1
473,2018-12-11,sz.000568,42.4600,1
474,2018-12-12,sz.000568,43.2400,1
475,2018-12-13,sz.000568,44.0300,1
476,2018-12-14,sz.000568,43.2000,1
477,2018-12-17,sz.000568,42.6400,1
478,2018-12-18,sz.000568,42.8800,1
479,2018-12-19,sz.000568,41.3000,1
480,2018-12-20,sz.000568,41.0500,1
481,2018-12-21,sz.000568,39.6800,1
482,2018-12-24,sz.000568,40.1600,1
483,2018-12-25,sz.000568,40.5300,1
484,2018-12-26,sz.000568,39.6900,1
485,2018-12-27,sz.000568,40.1000,1
486,2018-12-28,sz.000568,40.6600,1
487,2019-01-02,sz.000568,39.6000,1
488,2019-01-03,sz.000568,38.1300,1
489,2019-01-04,sz.000568,38.9700,1
490,2019-01-07,sz.000568,38.7200,1
491,2019-01-08,sz.000568,38.7700,1
492,2019-01-09,sz.000568,39.4900,1
493,2019-01-10,sz.000568,38.8100,1
494,2019-01-11,sz.000568,39.3000,1
495,2019-01-14,sz.000568,38.4700,1
496,2019-01-15,sz.000568,41.8300,1
497,2019-01-16,sz.000568,41.1100,1
498,2019-01-17,sz.000568,41.0800,1
499,2019-01-18,sz.000568,42.2000,1
500,2019-01-21,sz.000568,42.6300,1
501,2019-01-22,sz.000568,42.0500,1
502,2019-01-23,sz.000568,42.2600,1
503,2019-01-24,sz.000568,42.4100,1
504,2019-01-25,sz.000568,42.7200,1
505,2019-01-28,sz.000568,43.1200,1
506,2019-01-29,sz.000568,43.3800,1
507,2019-01-30,sz.000568,42.1800,1
508,2019-01-31,sz.000568,42.6700,1
509,2019-02-01,sz.000568,43.7500,1
510,2019-02-11,sz.000568,46.8100,1
511,2019-02-12,sz.000568,47.4800,1
512,2019-02-13,sz.000568,47.7100,1
513,2019-02-14,sz.000568,48.8600,1
514,2019-02-15,sz.000568,47.7000,1
515,2019-02-18,sz.000568,49.8800,1
516,2019-02-19,sz.000568,50.0200,1
517,2019-02-20,sz.000568,50.2600,1
518,2019-02-21,sz.000568,49.8000,1
519,2019-02-22,sz.000568,50.1000,1
520,2019-02-25,sz.000568,52.3900,1
521,2019-02-26,sz.000568,50.8500,1
522,2019-02-27,sz.000568,51.2800,1
523,2019-02-28,sz.000568,51.2400,1
524,2019-03-01,sz.000568,53.4900,1
525,2019-03-04,sz.000568,54.4000,1
526,2019-03-05,sz.000568,54.1800,1
527,2019-03-06,sz.000568,53.5900,1
528,2019-03-07,sz.000568,51.5800,1
529,2019-03-08,sz.000568,49.8800,1
530,2019-03-11,sz.000568,51.4500,1
531,2019-03-12,sz.000568,50.7600,1
532,2019-03-13,sz.000568,50.4500,1
533,2019-03-14,sz.000568,51.4300,1
534,2019-03-15,sz.000568,53.2700,1
535,2019-03-18,sz.000568,58.6000,1
536,2019-03-19,sz.000568,59.1600,1
537,2019-03-20,sz.000568,60.9100,1
538,2019-03-21,sz.000568,60.0200,1
539,2019-03-22,sz.000568,61.0300,1
540,2019-03-25,sz.000568,59.7100,1
541,2019-03-26,sz.000568,59.1600,1
542,2019-03-27,sz.000568,61.5400,1
543,2019-03-28,sz.000568,64.3900,1
544,2019-03-29,sz.000568,66.5800,1
545,2019-04-01,sz.000568,67.3000,1
546,2019-04-02,sz.000568,66.5100,1
547,2019-04-03,sz.000568,65.7000,1
548,2019-04-04,sz.000568,67.9000,1
549,2019-04-08,sz.000568,68.9900,1
550,2019-04-09,sz.000568,69.0900,1
551,2019-04-10,sz.000568,72.7000,1
552,2019-04-11,sz.000568,70.5000,1
553,2019-04-12,sz.000568,69.6000,1
554,2019-04-15,sz.000568,67.5500,1
555,2019-04-16,sz.000568,69.0200,1
556,2019-04-17,sz.000568,69.5300,1
557,2019-04-18,sz.000568,69.1500,1
558,2019-04-19,sz.000568,69.1400,1
559,2019-04-22,sz.000568,69.9800,1
560,2019-04-23,sz.000568,72.4500,1
561,2019-04-24,sz.000568,71.7400,1
562,2019-04-25,sz.000568,70.4800,1
563,2019-04-26,sz.000568,75.4300,1
564,2019-04-29,sz.000568,76.3700,1
565,2019-04-30,sz.000568,77.8800,1
566,2019-05-06,sz.000568,70.5000,1
567,2019-05-07,sz.000568,72.3200,1
568,2019-05-08,sz.000568,71.2200,1
569,2019-05-09,sz.000568,67.7000,1
570,2019-05-10,sz.000568,71.8100,1
571,2019-05-13,sz.000568,71.7000,1
572,2019-05-14,sz.000568,70.6500,1
573,2019-05-15,sz.000568,77.7200,1
574,2019-05-16,sz.000568,81.0000,1
575,2019-05-17,sz.000568,77.3500,1
576,2019-05-20,sz.000568,74.1000,1
577,2019-05-21,sz.000568,75.7400,1
578,2019-05-22,sz.000568,73.6500,1
579,2019-05-23,sz.000568,70.5500,1
580,2019-05-24,sz.000568,72.2000,1
581,2019-05-27,sz.000568,72.3100,1
582,2019-05-28,sz.000568,73.9900,1
583,2019-05-29,sz.000568,73.7900,1
584,2019-05-30,sz.000568,72.0000,1
585,2019-05-31,sz.000568,70.6300,1
586,2019-06-03,sz.000568,69.6000,1
587,2019-06-04,sz.000568,67.9000,1
588,2019-06-05,sz.000568,68.1600,1
589,2019-06-06,sz.000568,66.8000,1
590,2019-06-10,sz.000568,67.9100,1
591,2019-06-11,sz.000568,72.0500,1
592,2019-06-12,sz.000568,71.2900,1
593,2019-06-13,sz.000568,70.7300,1
594,2019-06-14,sz.000568,70.2400,1
595,2019-06-17,sz.000568,69.8200,1
596,2019-06-18,sz.000568,69.7000,1
597,2019-06-19,sz.000568,71.0000,1
598,2019-06-20,sz.000568,74.1600,1
599,2019-06-21,sz.000568,75.8000,1
600,2019-06-24,sz.000568,76.9000,1
601,2019-06-25,sz.000568,77.2000,1
602,2019-06-26,sz.000568,76.2400,1
603,2019-06-27,sz.000568,80.9300,1
604,2019-06-28,sz.000568,80.8300,1
605,2019-07-01,sz.000568,83.6500,1
606,2019-07-02,sz.000568,84.1800,1
607,2019-07-03,sz.000568,82.7700,1
608,2019-07-04,sz.000568,81.4300,1
609,2019-07-05,sz.000568,84.9000,1
610,2019-07-08,sz.000568,83.7000,1
611,2019-07-09,sz.000568,83.5100,1
612,2019-07-10,sz.000568,85.1000,1
613,2019-07-11,sz.000568,86.0000,1
614,2019-07-12,sz.000568,88.4500,1
615,2019-07-15,sz.000568,87.4800,1
616,2019-07-16,sz.000568,84.9000,1
617,2019-07-17,sz.000568,84.4100,1
618,2019-07-18,sz.000568,83.6600,1
619,2019-07-19,sz.000568,84.4500,1
620,2019-07-22,sz.000568,85.2000,1
621,2019-07-23,sz.000568,81.1000,1
622,2019-07-24,sz.000568,81.2200,1
623,2019-07-25,sz.000568,81.8100,1
624,2019-07-26,sz.000568,82.2100,1
625,2019-07-29,sz.000568,82.9300,1
626,2019-07-30,sz.000568,82.1900,1
627,2019-07-31,sz.000568,80.6400,1
628,2019-08-01,sz.000568,79.8700,1
629,2019-08-02,sz.000568,79.8100,1
630,2019-08-05,sz.000568,77.3100,1
631,2019-08-06,sz.000568,78.9000,1
632,2019-08-07,sz.000568,77.9900,1
633,2019-08-08,sz.000568,79.3000,1
634,2019-08-09,sz.000568,77.3800,1
